頁數,標題,連結,內文
1,【閒聊集中串】廢文/聊天/曬卡/吵架/八卦/其他,https://forum.gamer.com.tw/C.php?bsn=36730&snA=7202&tnum=40687,"內容不限 以輕鬆、不影響他人為主盡量跟原神相關圖片記得別18+ 不然我會存起來再幫你刪掉其他隨意 我視情況刪文問問題可以到這裡>>原神Q&A討論串<<未實裝爆料消息可以到這裡>>內鬼資訊閒聊區<<170114

HOT不能18+  是不是可以發18歲以下的

HOT可以先私給我再刪掉

HOThttps://im.bahamut.com.tw/chatimg%2F18839ebf2b107ae5e2ea4fcc75a7a501.gif

四執政好難畫...救命...

卡個，先把莫娜放這裡，結束這回合(https://bbs.mihoyo.com/ys/article/2706249)(https://www.pixiv.net/artworks/85724991)生活不易，莫娜嘆氣(https://bbs.mihoyo.com/ys/article/2718754)6511

[q000100:HJ悠良] 莫娜無處不在

莫娜很可愛 但是先達咩

我就曬3946

ccccccccc

CCCCCCCCCCCCC

曬都曬2026

玩捉迷藏吧36-

HOT圖片轉載儘量註明出處 感謝配合

HOT[cat2602063:棕熊] 其實是你快要跳起來了需要網址

棕熊的桌子在跳動

旁邊的兩個套套是什麼意思

https://twitter.com/ttosom58/status/1325395756094681089https://www.pixiv.net/artworks/8556019851-

valo yo

後面二張好可愛<3

可愛https://i2.bahamut.com.tw/editor/emotion/7.gif"
1,【千星奇域集中串】閒聊/廢文/攻略/徵友/情報/教學/其他,https://forum.gamer.com.tw/C.php?bsn=36730&snA=44312&tnum=182,"雖然主板已經有一個閒聊集中串了，但感覺千星奇域像是一個獨立的系統，所以就先建一棟大樓起來放。--------------------------------------------------------------本串只要有關千星奇域的都可以聊，但還是請遵守站規和版規啦~~~--------------------------------------------------------------~~~恭喜一下！千星有子板塊了~~~--------------------------------------------------------------12-

【索引樓】遊戲名稱作者伺服器GUID簡介蒙德阿瓦隆TeaIceCream(作者在本層11樓)亞服7726530528改編桌遊阿瓦隆躲避攻擊sh933216oe(作者在本層34樓)亞服7766427803-丘丘王食鬼veemon(作者在本層36樓)台港澳服7820146701Pac-man遊戲丘丘王食鬼2︰四方丘城veemon(作者在本層92樓)台港澳服12115113997第1視角玩Pac-man遊戲山霧未散（Misty Moutains）BlueVoid蓝须(作者為B站原壺UP主)亞服：13029122332台港澳服：16414700771歐服：16289367302美服：16193286416中式微恐怖單人密室解謎鹿氏生平（Biography of Lu）BlueVoid蓝须(作者為B站原壺UP主)亞服：4439187740台港澳服：7824766179歐服：11994400006美服：7603351824-原神倖存者極簡DEMOblacklollll(作者在本層60樓)亞服7754126610肉鴿遊戲，時長約2min新手上路waynesxc(作者在本層78樓)亞服7716489774吃四個金幣即可過關新建關卡qw12366(作者在本層86樓)亞服：7717453024台港澳服：12012420320自製的吃金幣打排球!ryan1992(作者在本層108樓)亞服：24895117449台港澳服：78176991351v1橫向物理排球對戰原則怪談：丘丘人異象sh933216oe(作者在本層118樓)亞服：12061395099台港澳服：7818294279歐服：7700493695美服：7604191605靈感來自8號出口，並額外增加了一些規則判讀。躲貓貓修機器knee983作者在本層122樓)亞服12098507761風行迷踪復刻元素戰爭:堅守陣線spadl(作者在本層125樓)亞服12048074633第三人稱射擊塔防迷霧遊蹤qq554798453(作者在另外一串)亞服：8735486650台港澳服：24995123268台港澳服：20700155972大逃殺類(縮圈)方塊戰爭qq554798453(作者在另外一串)亞服：4440519354台港澳服：29290090564第三人稱射擊為主導的PvP提瓦特大富翁spadl(作者在本層151樓)亞服16343041929大富翁遊戲【快速升級至10級~ 方法介紹】作者說明連結簡要說明simon512087本層31樓1. 前往人氣奇域，點擊全部奇域→ 2.點擊篩選→ 3.找到時長，點擊""少於2分鐘""後按確定【素材分享】簡介作者分享連結以選項卡開關的門knight45862(作者在本層71樓)gil檔案 (Google Drive)9-

剛玩完【山霧未散】，非常推薦。原神本身就是偏可愛的美術風格+開放的素材有限，作者在這些限制下還是營造出一種陰森恐怖的氛圍，通關方式甚至不只一種，還有隱藏結局，只能說太猛了

【千星奇域欧服大佬已经拼出设计动作了！-哔哩哔哩】 https://b23.tv/fbseZm1 歐服

鹿氏生平很好玩

https://truth.bahamut.com.tw/s01/202511/forum/36730/5666585da27b735251a38fc7e1b246af.JPG?w=300 日向家親傳

為啥在原神也能玩到無限暖暖卡一層樓有沒有上好美盤已經抽衣服了？掉率如何？一套要多少啊3-

https://truth.bahamut.com.tw/s01/202511/forum/36730/05eb19aabe139cb01e2646578f9fabbc.JPG?w=300

40抽1套 :D

伺服器的地圖是不是不互通啊 亞服地圖有夠少沒幾個能玩的2-

HOT好像沒有互通 港澳台服跟孤兒一樣

#B1:3847955# 台港澳+1，希望之後大佬的作品有機會移植到各服

台服孤兒+1 人有夠少

#B1:3847955# 台港澳再+1,我製作的遊戲好幾天了都沒什麼人玩🥹🥹

覺得要有個懲罰機制，多人組隊特別是競技的，中途惡意斷線，不動10秒之類的1-

可是我真的玩到很無力

遊戲都好長時間玩不會嗚嗚嗚

有段位分數，輸了或無完成退出會扣分。有人組隊霸凌，也有房間無法完成操作被迫退出也扣分(PS5一堆遊戲無法按R2)。

選2分鐘以下吧

好無聊的系統....我是來玩原神大世界不是來玩大世界裡面的小世界...還好不是強制的，捏完人全部界面點一輪就退出了，還找不到要怎麼返回原本的原神世界13-

大廳右上可以返回提瓦特！

#B3:3864008# 等級是跟著旅行者的 代表你旅行者沒拉等級

#B6:3864086# 要玩遊戲升奇遇等級才能突破大世界奇偶

#B6:3864086# 我旅行者都拉滿等了 她限制是千星奇域等級好嗎= =

請問下最上方那個要怎麼解啊？一定要邀請到一個新的才行？之前綁的是分身，有確實登入而且進網頁了還是沒解成功。0-

我是有成功 分身登入遊戲並在網頁內領取獎勵

#B2:3864965# 感謝情報，只是我嘗試了還是沒有，不曉得是不是分身要把該做的任務做完?

我在猜484要綁定的回歸玩家/新手玩家登入遊戲才能觸發成功?

#B4:3864984# 有喔  我有用分身登入遊戲也開了網頁領獎勵"
1,【攻略】淺顯易懂的月神-哥倫比婭、圖文解說、配隊、武器、聖遺物推薦、0→6命的講解、七種特效、傷害演示。,https://forum.gamer.com.tw/C.php?bsn=36730&snA=44817&tnum=2,"✨各位好，我是夢幻光o！✨最近我製作了一期月神-哥倫比婭的攻略影片，並整理了一些實測圖與分析心得，在這裡分享給大家作為參考！🎯希望能幫助到有興趣的玩家!首先普通的重擊 長這樣:而如果持有【草露】，則會打出不消耗體力的特殊重擊:可造成三段範圍草傷(無元素附著)，該傷害視為月綻放反應傷害。接著元素戰技，展開隨身的大水環 (不會像芭芭拉那樣內鬼)，會持續對周圍敵人造成水傷，可掛後台，25秒鐘。而如果是月兆·滿輝，那水環的範圍也會加大，對比圖如下:而水環存在期間，只要隊伍觸發月曜反應or造成月曜反應傷害，就會給水環疊層!可以從背後的月環看到疊層進度:而這期間，哪種月曜反應最多，等疊滿層時，就會觸發""引力干涉""，消耗所有層數，打出對應的月反應直傷的協同攻擊出來!再配合天賦一，則還可給少女+暴擊率! 至多可+15%接著大招:展開月之領域，給領域內的月曜反應增傷!天賦等級十為例，就是提升40%而再搭配天賦二效果:月感電: 雷暴雲有33%機率進行額外攻擊。月綻放: 觸發月綻放，提供特殊草露，18秒內至多給三枚。月結晶: 月籠有33%機率進行額外攻擊。那天賦三，就是基於少女自身生命給三種月曜反應提升基礎傷害，至多7%，35000生命吃滿最後生活天賦，在挪德卡萊死亡會立即復甦以及與菈烏瑪同款的，對挪德卡萊的動物有特殊親和力至於隊伍方面，可以參考:也有拿0+0少女，與滿命愛諾做對比，拿N5的火刀為例，測了十多場，基本上都差了17-20秒:(要看實戰的話，可以點影片)接著配裝，首先武器，直接上圖:首選專武，有傷害又有回能。其次平民推薦大月卡法器，以及鍛造武器視作金珀，能回能又能回全隊18%血量，屬實性價比極高!聖遺物:首選新的，曉歌套，次選千岩、紡月。如果當主c，則是穹境套。主詞條方面:充能沙漏(充能循環夠則選生命沙漏)生命杯(絕對不是水傷杯)雙暴頭or生命頭。充能 至少200~240之間。 (月綻放比較需要每輪都要開大，其餘則也可以二輪一大)天賦加點，主e副q，如果是當主c，則普攻也要點。接著命座環節:釋放戰技立即觸發""引力干涉""，滿輝效果則強化干涉:月感電回6能、月綻放給抗打斷、月結晶給護盾。此外，月曜傷害擢升1.5%一命特效:月綻放的抗打斷測試:原本小寶的大風車，一下都不能扛，但有一命後可以扛三下!月結晶則是直接開盾:而一命的傷害提升如下:還有月感電與月綻放的實戰傷害也有測:二命:少女戰技的""引力干涉""，從6秒一次縮短到4.5秒一次!聯動一命效果，就是可以給月感電更快的回能、月結晶更快的產新護盾。而月兆滿輝的話，則會依據少女自身的生命值數值，進一步拐前台角色!月感電=攻擊力月綻放=精通月結晶=防禦力此外，隊伍所造成的月曜傷害擢升7%二命特效:正面也能看到:傷害:而此時我也好奇，雙暴和生命頭差多少?除了月綻放的干涉傷害掉比較多，其餘都是生命頭略勝。但也不會差太多，所以各位還是看磁條哪個好選哪個吧三命 戰技+3以及隊伍月曜傷害擢升1.5%特效:傷害:四命:是個回能以及加強干涉傷害的命座特效:月亮從內環到外環去了傷害:接著五命:大招+3、隊伍的月曜傷害擢升1.5%特效:傷害:滿命:在大招的月之領域當中，觸發月曜反應的八秒內，依據參予反應的元素類型，給隊伍中該類型的所有角色所造成的元素傷害，暴傷提升80%。此外，隊伍造成的月曜反應傷害擢升7%特效:傷害:以及雙暴頭還是生命頭? 我也有再測了一遍:乃至也試著換了生命沙漏，並把隊友拉到滿命，結果還是一樣...這些數字都是實打實測出來的，每個命座都不斷換隊、一個一個打出來截圖，反覆測了很多次，最後再整理成現在看到的數據，真的花了不少時間。如果覺得有幫助，歡迎幫忙點個讚支持一下，感謝大家！最後她的滿命實戰，各位有興趣可以直接去看影片!那麼，以上就是本篇所帶來的 月神-哥倫比婭的攻略分享了！不知道大家是否喜歡這種直觀的圖文講解呢？📝如果有任何想法或建議，歡迎在底下留言告訴我喔！你的支持對我來說非常重要!如果有其他問題，或深淵需要代打幫助，也歡迎來我直播上找我~那我是夢幻光ｏ，感謝大家的收看！夢幻光osw798kml1447 ‧專業達人追蹤近期沒有發表任何文章108-0

#B30:3966777# 高情商：0命完全體 （？

命座真的是抽不太下去 摳摳搜搜的不想慣著策劃了😂😂😂

用生命頭暴率太難了吧

#B34:3966856# 天賦+15暴率，其實比想像中簡單點，看用啥武器吧，如果是月卡武器就挺簡單的

#B25:3966688# 看隊伍的元素量，如果三個都各一個，那就會優先雷

辛苦了！0-"
1,【心得】挪德卡萊 303個寶箱 | 112個月神瞳 | 12個玉帛 | 9個恆月印磐 | 執燈人遺物| 懸賞證物 | 蛋捲螺栓 全蒐集路線,https://forum.gamer.com.tw/C.php?bsn=36730&snA=43975&tnum=1,"哈摟大家好我是牧書亞今天要給大家帶來原神挪德卡萊303個寶箱112個神瞳12個玉帛9個恆月印磐執燈人遺物 (未吹響的號角/不死者的哀鈴/被浸染的纓盔)懸賞證物 (詐欺師的紅綢/ 泥染的刀鐔/淑女的胸針)蛋捲螺栓3個存有數據的卡帶的蒐集路線🌱前言在跟跑之前建議優先完成以下7個開圖任務是嚴謹派還是悟性派?月之東,日之西(上) | 告密的心 | 浪底的低語月之東,日之西(下) | 鞋匠的孩子總是光腳空寂的色彩 | 舊世界的藍調 | 赤色滌淨 | 空域之外的色彩轉行總是令人焦慮飛向天空的約定月諭的半步舞 | 居於門戶之石 | 鏡子、迷宮與國王 | 蜃樓之獲 | 為一座綠色的島嶼 |  事猶未了尤其是第四和第六個任務會影響自身月之力的賦能另外完成後我們會分別在第二第三第五項開圖主線中強制獲得1個神瞳以及2個寶箱因此標點圖會做出對應的改變影片中也有針對每一個點位來標記時間軸方便大家蒐集接著讓我們開始吧【注意】因為笨蛋主bo把216寶箱解鎖了所以到216寶箱之前 寶箱成就都會比各位多一個🌱①那夏鎮+叮鈴哐啷蛋捲工廠🌱②霜月之坊+沐光之臺+銀月之庭🌱③苔骨荒原+星砂灘藍珀湖+刻拉蒂之眼🌱④空寂走廊+月矩力試驗設計局🌱⑤月矩力試驗設計局+要事優先+廚師的訴說🌱標點圖🌱那夏鎮🌱叮鈴哐啷蛋捲工廠🌱霜月之坊🌱沐光之臺🌱銀月之庭🌱苔骨荒原🌱星砂灘🌱藍珀湖🌱刻拉蒂之眼🌱空寂走廊🌱月矩力試驗設計局🌱地靈龕🌱印磐🌱廚師的訴說以上就是挪德卡萊303個寶箱112個神瞳12個玉帛9個印磐執燈人遺物懸賞證物蛋捲螺栓的蒐集路線希望有幫助到大家~我是牧書亞感謝收看~~38-

是不是有一些寶箱不計入成就

#B1:3853363# 是滴～

請問有納塔的全蒐集嗎"
1,【討論】6.2/月之三 劇情討論串--------------------------------(注目線提醒),https://forum.gamer.com.tw/C.php?bsn=36730&snA=44562&tnum=85,"RT往下蓋樓即可!謝謝配合!10-

HOT上版本還在嘲笑雷利爾的我，馬上就被迴旋鏢擊中了

HOThttps://truth.bahamut.com.tw/s01/202512/forum/36730/1810571a8be952dddf20da0ec4e3d2d9.JPG?w=300 少女：豪大...

HOT博士也捨不得少女離開提瓦特，所以他出手了(完全不對

小遊戲超燥劇情跳出要重看沒有跳過硬控一堆時間，明明劇情不錯體感卻超差

唯一敗筆搞女女,好想跳掉.....,少女劇情真是無聊

還沒過主線 別人傳的圖21-

她那份我吃超大一口，她說：雖然被拿走的比較多，但是其他地方好像被填滿了https://i2.bahamut.com.tw/editor/emotion/5.gif

雖然必須等下班才能回家碰PS5，但個人完全不怕劇透，還是在休息時間看了一些直播切片話說，這神秘的須彌學者對多托雷好了解，明明自稱只是看過教令院當事人過往的輟學資料，卻好像真的認識對方一樣，怎麼回事呢好難猜啊（？）為了避免更糟的事態發生，教令院的確是該有人秘密調查這些事，至於什麼事態……看過冬夜愚戲PV的都懂Orz兩魔女都很漂亮，艾莉絲臉型跟五官也很正常，所以我說前瞻PV發生了什麼事0-

未入池之前都可以繼續修模，比如SKK

入池之後也可以繼續修模，比如蘿莎莉亞

剛剛總算是過完第五幕，感覺比之前算是短一點了這次看著少女慢慢消失，在我們身邊飄浮卻完全無法感受到她的存在（人鬼情未了？），真的好難受啊！！！還好兩位魔女登場增加了不少笑點舒緩氣氛，艾莉絲是自賣自誇，妮可是反差萌話撈過完第6幕了，該死的博士啊！你就不能給大家一個Happy End嗎！好不容易幫少女找到屬於自己的名字，大家開開心心過聖誕節開派對，就在最後離別的時候！不過這次能看到少女和木偶的百合（還有水仙書的彩蛋）、木偶僕人的貓耳裝、玩月靈貼紙遊戲、看到4.8的紙偶生物、魔女會系列的小遊戲等等，我也是心滿意足了接下來在月之影裡，大概會再一次看到獵月人吧好了我現在只想趕快到6.3，博士趕快給我進周本亮血條！最近看到一個好笑的多托雷 ~ 人家為你帶來毀滅了哦 ~ ♫說起來，最初見到你的時候，我甚至還只是一個稻妻小人偶呢，為了這次毀滅，我可是專門梳妝打扮過，再換了一身帥氣的新形態，怎麼樣，是不是很迷人？果然，不論是第六席的散兵，還是氣場全開的正機之神，或者現在久世浮傾的流浪者，人家的魅力都始終如一呀 ~11-

HOThttps://truth.bahamut.com.tw/s01/202512/forum/36730/e6bdc541293124bdc5e8b9850d00c09c.JPG?w=300 質疑，理解，成為...

為什麼會難受，她一定會入池，老米一定會讓她重返堤瓦特，她一定會撈一波

難受什麼....博士拿了三月的力量.那必然跟少女一樣被提瓦特排斥啊...也就是說博士得解決這個排斥問題=少女未來能留在提瓦特...

#B3:3954869# 成為迴力鏢麻....哭阿

上版本還在笑獵月人....這版本笑不出來了 多托雷 阿阿阿阿阿阿阿阿~~~

提醒各位第六幕祭典時記得先去糖果攤領糖果這樣可以發糖果給所有角色，會有追加台詞和桑多涅的對話和水仙十字的完成度不同而有所變化手操少女的移動記得試先衝刺再跳起來另外日本的考據專門推主 未確定元素(@AdAstraAbyssque)的一些補充：調查少女真名時的文獻提到將三月打為偽神，立庫塔爾為唯一真神，爺說在納塔有看過>奧奇坎(甚至是有可能在捏奧Bili的奇坎金曲wwww)操作杜林演Re0(X 的那邊，和亥伯利亞人聊天提到的地名現淵下宮和雪山席姆蘭卡小動物出來打工以下心得博士我幹你娘愛麗絲登場竟然玩破第四面牆www妮可的表現根本是網路上的考據廚，只要開關打開來就嘴巴停不下來但平常就只是陰角，超讚大團長和老馬站在一起時兩邊奶真的都好大少女變透明時一直在旁邊飛來飛去根本鍋巴少女和傀儡的互動看的時候嘴巴一直笑，有夠甜阿帽先生的言行從嘴臭屁孩變嘴臭老頭笑死最後博士我幹你娘38-

#B4:3904339# 結果大賢者沒料 這次博士應該夠我們揍了

#B4:3904339# 無相之草：孩子們，我真的不是大賢者

還沒玩主線，我是好東西放後面吃那一派，而且先吃了要忍40天很難受XD 博士這類型的反派我很喜歡，印象中最早是日遊『女神戰記』中的反派雷札特，讓我迷上這類型的

#B11:3904666# 這種純粹的反派有廚子真的不奇怪,他們都很堅持自己的道路

現在每次都想起流浪貓的造型XD

看完也沒什麼太大感覺反正老米劇情傳統就是那樣，少女肯定能得救、博士一定會洗白只不過木偶心智年齡也未免太低.......進入6.0後每個版本都在下降我個人還是比較喜歡成熟一點的角色想讓一個角色搞笑，不是只有讓這個角色看起來表現得像小孩子這一種辦法但老米好像就只會這招175

具體怎麼說降智 我比較沒感覺，一個沉醉在柑橘味的氣氛下https://im.bahamut.com.tw/sticker/1336/04.png

看來閣下不懂百合貼貼和傲嬌的美好 ...

高見，博士洗來做什麼？而且要原本是白才有得洗。

解玩主線整個韓劇感很重...029

韓劇??? 霸道多托雷???

所以還沒回答我韓劇是怎樣的風格，我是真的好奇XD"
1,【密技】月之四版本-「如果在冬夜，一個旅人」情報整理(哥倫比婭+伊涅芙&茲白+那維萊特(葉洛亞)、旅行者&瑤瑤&龍王衣裝、送20抽、新角色預告),https://forum.gamer.com.tw/C.php?bsn=36730&snA=44731&tnum=2,"想看之前的官方直播整理的可以看這邊：二測、三測、公測、1.1、1.2、1.3、1.4、1.5、1.6、2.0、2.1、2.2、2.3、2.4、2.5、2.6、2.7、2.8、3.0、3.1、3.2、3.3、3.4、3.5、3.6、3.7、3.8、4.0、4.1、4.2、4.3、4.4、4.5、4.6、4.7、4.8、5.0、5.1、5.2、5.3、5.4、5.5、5.6、5.7、5.8、月之一、月之二、月之三官方直播連結：https://live.bilibili.com/21987615HYL也有發文，也歡迎來幫我按個讚ComeNightorDayZibai0515GallopYeah↑↑↑100+100+100原石序號，兌換時限到1/5 12:00(UTC+8)，在下面官網或遊戲內「設定」→「帳號」→「兌換碼」兌換。https://genshin.hoyoverse.com/zh-tw/gifthttps://genshin.hoyoverse.com/zh-tw/gift?code=ComeNightorDayhttps://genshin.hoyoverse.com/zh-tw/gift?code=Zibai0515https://genshin.hoyoverse.com/zh-tw/gift?code=GallopYeah影片(聽PV的BGM用~)：圖片：↑轉播+情報整理VODFB粉專YouTubeTwitchDiscord以上四個地方歡迎關注/進群喔HYL也有發文，也歡迎來幫我按個讚KerWixdavid30401 ‧專業達人追蹤【密技】月之三版本-「終北的夜行詩」直播情報整理(杜林+溫迪(雅珂達)&瓦雷莎+希諾寧、新魔神/傳說/優化、蒙德部分角色強化、一加聯動(綾華))人氣：785949-0

HOT先尖叫一下！遙遙新衣服好可愛啊啊啊啊啊啊啊啊（發出FBI的聲音

長圖整理好了，這次拖比較久orz

這次連系統優化都沒有提⋯？

#B24:3938843# 就劇情動畫可以回顧而已

原來白馬仙人不能變成馬，是我們可以變成馬🐎！3-

提瓦特這下終於有馬了"
1,【問題】探討《原神》敘事魅力：學術問卷填答 (請救救研究生><),https://forum.gamer.com.tw/C.php?bsn=36730&snA=44711&tnum=1,"各位旅行者好，我是明志科大經營管理系碩士班的學生，現正進行碩士論文研究，研究主題為：「遊戲敘事對玩家心流與自我效能之影響-以《原神》為例」為完成本研究之學術目的，誠摯邀請各位玩家協助填寫以下線上問卷。🔹 填答時間： 約 3–4 分鐘🔹 調查對象：  曾玩過《原神》的玩家🔹 填答方式： 線上填寫🎁 抽獎說明：需填寫姓名與常用信箱(僅用於研究抽獎聯繫，絕不對外提供個人資訊!)📌 獎項與公告方式：• 共 5 名幸運得主，每名可獲得100元 7-11禮卷• 待問卷截止於表單公布得獎者，並於板上公布中獎名單👉 問卷連結：https://forms.gle/Svb9qphLw57SQ6qS9本研究所蒐集之資料僅供學術研究與統計分析使用，並將嚴格遵守個資保護原則。所提供之電子郵件信箱僅用於中獎聯絡用途，絕不作其他用途。誠摯感謝您撥冗填寫本問卷，您的寶貴意見將對本研究提供極大的幫助。1-

#B1:3915612# 我有再多放其他變數的題項進去測測看結果，有些問項會類似應該是變數間有相似的地方所以部分的題目會類似

[Lynn6837:00] 您好 學術問卷發放需先跟站方進行申請喔

這邊是申請入口： https://user.gamer.com.tw/help/tellus.php?c1=4 待申請完畢後會有站務人員協助投放問卷

#B5:3915809# 好的!謝謝你!"
